ID,Name,Development,BT,BP,BM,Trade good,Trade node,Modifiers,Type,Continent,Superregion,Region,Area
4302,Bayazid,5,2,2,1,,Persia,,Land,Asia,Persia,Caucasia,Armenia
4303,Oltu,8,3,3,2,,Crimea,,Land,Europe,Persia,Caucasia,Samtskhe
4304,Khoy,5,2,2,1,,Persia,,Land,Asia,Persia,Persia,Tabriz
4305,Shaki,5,2,2,1,,Persia,,Land,Asia,Persia,Caucasia,Shirvan
4306,Lakia,9,3,3,3,,Astrakhan,,Land,Europe,Persia,Caucasia,Dagestan
4307,Aksaray,6,2,2,2,,Aleppo,,Land,Europe,Levant,Anatolia,Karaman
4308,Denizli,6,2,3,1,,Constantinople,,Land,Europe,Levant,Anatolia,Germiyan
4309,Aydin,6,2,2,2,,Constantinople,,Land,Europe,Levant,Anatolia,Aydin
4310,Divrigi,6,2,2,2,,Aleppo,,Land,Europe,Levant,Anatolia,Dulkadir
4311,Karahisar,6,2,2,2,,Constantinople,,Land,Europe,Levant,Anatolia,Germiyan
4312,Sultanönü,10,4,4,2,,Constantinople,,Land,Europe,Levant,Anatolia,Ankara
4313,Kangiri,5,2,2,1,,Constantinople,,Land,Europe,Levant,Anatolia,Ankara
4314,Kirshehir,6,2,2,2,,Constantinople,,Land,Europe,Levant,Anatolia,Rum
4315,Tokat,8,3,3,2,,Constantinople,,Land,Europe,Levant,Anatolia,Rum
4316,Sharqiya,13,5,5,3,,Alexandria,Granary of the Mediterranean,Land,Africa,Levant,Egypt,Bahari
4317,Buhaira,6,2,2,2,,Alexandria,,Land,Africa,Levant,Egypt,Bahari
4318,Atfih,7,3,3,1,,Alexandria,,Land,Africa,Levant,Egypt,Vostani
4319,Isna,5,2,2,1,,Alexandria,,Land,Africa,Levant,Egypt,Said
4320,Girga,9,3,3,3,,Alexandria,,Land,Africa,Levant,Egypt,Said
4321,Egyptian Desert,,,,,,,,Wasteland,Africa,,,
4322,Egyptian Desert,,,,,,,,Wasteland,Africa,,,
4323,Farafreh,3,1,1,1,,Alexandria,,Land,Africa,Levant,Egypt,al-Wahat
4324,Ghuriyan,3,1,1,1,,Persia,,Land,Asia,Persia,Khorasan,Herat
4325,Sarakhs,5,2,2,1,,Persia,,Land,Asia,Persia,Khorasan,Herat
4326,Nishapur,6,2,2,2,,Persia,,Land,Asia,Persia,Khorasan,Mashhad
4327,Jask,3,1,1,1,,Hormuz,,Land,Asia,Persia,Persia,Mogostan
4328,Chagai,,,,,,,,Wasteland,Asia,,,
4329,Fasa,9,4,4,1,,Hormuz,,Land,Asia,Persia,Persia,Farsistan
4330,Darab,5,2,2,1,,Hormuz,,Land,Asia,Persia,Persia,Farsistan
4331,Kazerun,7,3,3,1,,Hormuz,,Land,Asia,Persia,Persia,Farsistan
4332,Siraf,3,1,1,1,,Hormuz,Natural Harbor,Land,Asia,Persia,Persia,Gulf Coast
4333,Dahlak Archipelago,,,,,,,,Inland sea,Asia,Western Indian Ocean,Arabian Sea,Red Sea
4334,Tabas,3,1,1,1,,Persia,,Land,Asia,Persia,Khorasan,Birjand
4335,Kashan,7,3,3,1,,Persia,,Land,Asia,Persia,Persia,Isfahan
4336,Tun,3,1,1,1,,Persia,,Land,Asia,Persia,Khorasan,Birjand
4337,Savah,6,2,2,2,,Persia,,Land,Asia,Persia,Persia,Iraq-e-Ajam
4338,Soltanieh,7,3,3,1,,Persia,,Land,Asia,Persia,Persia,Azerbaijan
4339,Rasht,10,4,4,2,,Persia,,Land,Asia,Persia,Persia,Tabarestan
4340,Astara,3,1,1,1,,Persia,,Land,Asia,Persia,Caucasia,Shirvan
4341,Sari,13,5,5,3,,Persia,Market Town,Land,Asia,Persia,Persia,Tabarestan
4342,Malamir,3,1,1,1,,Basra,,Land,Asia,Persia,Persia,Khuzestan
4343,Termez,4,1,1,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Khuttalan
4344,Kish,6,2,2,2,,Samarkand,,Land,Asia,Tartary,Central Asia,Khuttalan
4345,Saidabad,3,1,1,1,,Hormuz,,Land,Asia,Persia,Persia,Kerman
4346,Qamr Bay,,,,,,,,Sea,,Western Indian Ocean,Arabian Sea,Arabian Sea
4347,Pirate Coast,,,,,,,,Inland sea,,Western Indian Ocean,Arabian Sea,Persian Gulf
4348,Ifugao,3,1,1,1,,Philippines,,Land,Asia,East Indies,Moluccas,Northern Luzon
4349,Laguna,7,3,3,1,,Philippines,,Land,Asia,East Indies,Moluccas,Southern Luzon
4350,Mindoro,5,2,2,1,,Philippines,,Land,Asia,East Indies,Moluccas,Southern Luzon
4351,Buglas,5,2,2,1,,Philippines,,Land,Asia,East Indies,Moluccas,Visayas
4352,Cebu,6,2,2,2,,Philippines,Entrepot,Land,Asia,East Indies,Moluccas,Visayas
4353,Leyte,5,2,2,1,,Philippines,,Land,Asia,East Indies,Moluccas,Visayas
4354,Zamboanga,5,2,2,1,,Philippines,,Land,Asia,East Indies,Moluccas,West Mindanao
4355,Caraga,3,1,1,1,,Philippines,,Land,Asia,East Indies,Moluccas,East Mindanao
4356,Taytay,5,2,2,1,,Philippines,,Land,Asia,East Indies,Moluccas,Palawan
4357,Cuyo Archipelago,,,,,,,,Inland sea,,West Pacific,East China Sea,Philipine Sea
4358,Philippine Trench,,,,,,,,Inland sea,,West Pacific,East China Sea,Philipine Sea
4359,Ise,6,3,2,1,,Nippon,Jingu,Land,Asia,Far East,Japan,Western Chubu
4360,Mikawa,7,2,2,3,,Nippon,,Land,Asia,Far East,Japan,Eastern Chubu
4361,Roxburghshire,5,2,2,1,,North Sea,,Land,Europe,Western Europe,Britain,Lowlands
4362,Dumfries,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Lowlands
4363,Argyll,8,3,3,2,,North Sea,,Land,Europe,Western Europe,Britain,Highlands
4364,Inner Hebrides,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Britain,The Isles
4365,Mann,3,1,1,1,,North Sea,,Land,Europe,Western Europe,Britain,The Isles
4366,Montgomery,3,1,1,1,,English Channel,,Land,Europe,Western Europe,Britain,Wales
4367,Hull,7,3,3,1,,English Channel,,Land,Europe,Western Europe,Britain,Yorkshire
4368,Scarborough,5,2,2,1,,English Channel,,Land,Europe,Western Europe,Britain,Yorkshire
4369,Carmarthen,3,1,1,1,,English Channel,,Land,Europe,Western Europe,Britain,Wales
4370,Bedfordshire,8,3,3,2,,English Channel,,Land,Europe,Western Europe,Britain,East Anglia
4371,Sussex,10,4,4,2,,English Channel,,Land,Europe,Western Europe,Britain,London
4372,Coventry,8,3,3,2,,English Channel,,Land,Europe,Western Europe,Britain,West Midlands
4373,Devon,6,2,2,2,,English Channel,,Land,Europe,Western Europe,Britain,Wessex
4374,Dorset,6,2,3,1,,English Channel,,Land,Europe,Western Europe,Britain,Wessex
4375,Chester,5,2,2,1,,North Sea,,Land,Europe,Western Europe,Britain,Northern England
4376,Leicester,6,2,2,2,,English Channel,,Land,Europe,Western Europe,Britain,East Midlands
4377,Ormond,7,3,3,1,,North Sea,,Land,Europe,Western Europe,Britain,Munster
4378,Desmond,4,2,1,1,,North Sea,,Land,Europe,Western Europe,Britain,Munster
4379,Midlands,5,2,2,1,,North Sea,,Land,Europe,Western Europe,Britain,Leinster
4380,Donegal,5,2,2,1,,North Sea,,Land,Europe,Western Europe,Britain,Ulster
4381,Oversticht,8,3,3,2,,English Channel,,Land,Europe,Western Europe,Low Countries,Frisia
4382,Groningen,10,4,4,2,,English Channel,,Land,Europe,Western Europe,Low Countries,Frisia
4383,Den Haag,15,6,6,3,,English Channel,Rhine Estuary,Land,Europe,Western Europe,Low Countries,Holland
4384,Rennais,12,4,4,4,,Bordeaux,,Land,Europe,Western Europe,France,Brittany
4385,Cotentin,10,4,4,2,,English Channel,Natural Harbor,Land,Europe,Western Europe,France,Normandy
4386,Bas-Poitou,9,3,3,3,,Bordeaux,Natural Harbor,Land,Europe,Western Europe,France,Poitou
4387,Angoumois,8,3,3,2,,Bordeaux,,Land,Europe,Western Europe,France,Poitou
4388,Chartres,16,5,5,6,,Champagne,,Land,Europe,Western Europe,France,Île-de-France
4389,Touraine,11,4,4,3,,Bordeaux,,Land,Europe,Western Europe,France,Loire Valley
4390,Troyes,13,5,5,3,,Champagne,,Land,Europe,Western Europe,France,Champagne
4391,Vivarais,10,4,4,2,,Valencia,,Land,Europe,Western Europe,France,Languedoc
4392,Auxerrois,11,4,4,3,,Champagne,,Land,Europe,Western Europe,France,Western Burgundy
4393,Tabayin,6,2,2,2,,Burma,,Land,Asia,East Indies,Burma,Chindwin
4394,Salin,8,3,2,3,,Burma,,Land,Asia,East Indies,Burma,Central Burma
4395,Yamethin,7,2,3,2,,Burma,,Land,Asia,East Indies,Burma,Central Burma
4396,Prome,11,4,4,3,,Burma,,Land,Asia,East Indies,Burma,Central Burma
4397,Yawnghwe,6,2,2,2,,Burma,,Land,Asia,East Indies,Burma,Shan Hills
4398,Mawkmai,5,2,2,1,,Burma,,Land,Asia,East Indies,Burma,Karenni
4399,Dagon,11,5,3,3,,Burma,Irrawaddy Estuary,Land,Asia,East Indies,Burma,Lower Burma
4400,Naga Hills,,,,,,,,Wasteland,Asia,,,
4401,Arakan Mountains,,,,,,,,Wasteland,Asia,,,
4402,Gaoligong Mountains,,,,,,,,Wasteland,Asia,,,
4403,Hengduan Mountains,,,,,,,,Wasteland,Asia,,,
4404,Minsin,3,1,1,1,,Burma,,Land,Asia,East Indies,Burma,Kachin
4405,Katha,6,2,2,2,,Burma,,Land,Asia,East Indies,Burma,Kachin
4406,Mong Kung,5,2,2,1,,Burma,,Land,Asia,East Indies,Burma,Shan Hills
4407,Ruhunu,6,2,2,2,,Coromandel,,Land,Asia,India,Coromandel,South Lanka
4408,Salavata,6,2,3,1,,Coromandel,,Land,Asia,India,Coromandel,North Lanka
4409,Trincomale,5,2,2,1,,Coromandel,Natural Harbor,Land,Asia,India,Coromandel,North Lanka
4410,Kumari,7,2,3,2,,Coromandel,,Land,Asia,India,Deccan,Malabar
4411,Samana,7,3,3,1,,Lahore,,Land,Asia,India,Hindustan,Sirhind
4412,Dindigul,8,3,3,2,,Coromandel,,Land,Asia,India,Coromandel,Madura
4413,Cannanore,7,3,3,1,,Coromandel,Natural Harbor,Land,Asia,India,Deccan,Malabar
4414,Salem,7,3,3,1,,Coromandel,,Land,Asia,India,Coromandel,Kongu
4415,Negapatam,9,4,4,1,,Coromandel,,Land,Asia,India,Coromandel,Tanjore
4416,Tranqebar,7,3,3,1,,Coromandel,,Land,Asia,India,Coromandel,Tanjore
4417,Kanchipuram,9,4,4,1,,Coromandel,,Land,Asia,India,Coromandel,South Carnatic
4418,Nellore,10,4,4,2,,Coromandel,,Land,Asia,India,Coromandel,North Carnatic
4419,Adanki,7,3,3,1,,Coromandel,,Land,Asia,India,Coromandel,North Carnatic
4420,Chandragiri,9,4,3,2,,Coromandel,,Land,Asia,India,Coromandel,North Carnatic
4421,Seringapatam,11,4,4,3,,Coromandel,,Land,Asia,India,Deccan,Mysore
4422,Sira,9,3,3,3,,Coromandel,,Land,Asia,India,Deccan,Mysore
4423,Gutti,6,2,2,2,,Coromandel,,Land,Asia,India,Deccan,Rayalaseema
4424,Adavani,5,2,2,1,,Coromandel,,Land,Asia,India,Deccan,Rayalaseema
4425,Kondavidu,5,2,2,1,,Coromandel,,Land,Asia,India,Coromandel,Andhra
4426,Chitradurg,7,3,3,1,,Coromandel,,Land,Asia,India,Deccan,Mysore
4427,Honnavara,5,2,2,1,,Coromandel,,Land,Asia,India,Deccan,Kanara
4428,Mudgal,11,4,4,3,,Deccan,,Land,Asia,India,Deccan,Raichur Doab
4429,Rajapur,5,2,2,1,,Gujarat,,Land,Asia,India,Deccan,Konkan
4430,Daman,9,4,4,1,,Gujarat,,Land,Asia,India,Western India,Tapti
4431,Kolhapur,10,4,4,2,,Deccan,,Land,Asia,India,Deccan,Desh
4432,Junir,7,3,3,1,,Deccan,,Land,Asia,India,Deccan,Ahmednagar
4433,Nasik,5,2,2,1,,Deccan,,Land,Asia,India,Deccan,Ahmednagar
4434,Dharangaon,7,3,3,1,,Deccan,,Land,Asia,India,Western India,Khandesh
4435,Sholhapur,7,3,3,1,,Deccan,,Land,Asia,India,Deccan,Maidan
4436,Devarakonda,8,3,3,2,,Deccan,,Land,Asia,India,Deccan,South Telingana
4437,Paithre,8,3,3,2,,Deccan,,Land,Asia,India,Deccan,Ahmednagar
4438,Nander,5,2,2,1,,Deccan,,Land,Asia,India,Deccan,North Telingana
4439,Khamammet,6,2,2,2,,Deccan,,Land,Asia,India,Deccan,South Telingana
4440,Narayanpur,7,3,3,1,,Burma,,Land,Asia,India,Bengal,Assam
4441,Ganjam,8,3,3,2,,Bengal,,Land,Asia,India,Bengal,Orissa
4442,Washim,7,3,3,1,,Deccan,,Land,Asia,India,Deccan,Berar
4443,Karanja,7,3,3,1,,Deccan,,Land,Asia,India,Deccan,Berar
4444,Manidurg,3,1,1,1,,Deccan,,Land,Asia,India,Deccan,North Telingana
4445,Kanker,3,1,1,1,,Bengal,,Land,Asia,India,Bengal,Garjat
4446,Kalahandi,3,1,1,1,,Bengal,,Land,Asia,India,Bengal,Garjat
4447,Patna,4,2,1,1,,Bengal,,Land,Asia,India,Bengal,Upper Mahanadi
4448,Parlakhimedi,3,1,1,1,,Bengal,,Land,Asia,India,Bengal,Garjat
4449,Jammu,5,2,2,1,,Lahore,,Land,Asia,India,Hindustan,Kashmir
4450,Mayurbhanj,4,1,1,2,,Bengal,,Land,Asia,India,Bengal,Jharkhand
4451,Sonpur,4,2,1,1,,Bengal,,Land,Asia,India,Bengal,Upper Mahanadi
4452,Ratanpur,5,2,2,1,,Bengal,,Land,Asia,India,Bengal,Upper Mahanadi
4453,Thalner,7,3,3,1,,Deccan,,Land,Asia,India,Western India,Khandesh
4454,Porbandar,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Saurashtra
4455,Diu,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Saurashtra
4456,Jhalavad,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Patan
4457,Khambhat,11,5,5,1,,Gujarat,World Port,Land,Asia,India,Western India,Ahmedabad
4458,Narbada,3,1,1,1,,Deccan,,Land,Asia,India,Deccan,Gondwana
4459,Saugor,4,1,1,2,,Doab,,Land,Asia,India,Hindustan,Bundelkhand
4460,Handia,5,2,2,1,,Deccan,,Land,Asia,India,Deccan,Gondwana
4461,Ujjain,11,4,4,3,,Deccan,Market Town,Land,Asia,India,Western India,Malwa
4462,Vagad,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Mewar
4463,Bhatnair,8,3,3,2,,Lahore,,Land,Asia,India,Hindustan,Sirhind
4464,Bundi,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Gird
4465,Ranthambore,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Gird
4466,Mahoba,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Bundelkhand
4467,Kalinjar,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Bundelkhand
4468,Bandogarh,5,2,1,2,,Doab,,Land,Asia,India,Hindustan,Baghelkhand
4469,Rohtasgarh,8,3,3,2,,Bengal,,Land,Asia,India,Hindustan,Bihar
4470,Soumelpur,4,1,2,1,,Bengal,,Land,Asia,India,Bengal,Jharkhand
4471,Bishnupur,8,3,3,2,,Bengal,,Land,Asia,India,Bengal,Jharkhand
4472,Monghyr,7,3,3,1,,Bengal,,Land,Asia,India,Hindustan,Bihar
4473,Chakla,5,2,2,1,,Burma,,Land,Asia,India,Bengal,Tripura
4474,Sonargaon,10,4,4,2,,Bengal,,Land,Asia,India,Bengal,East Bengal
4475,Fathabad,7,3,3,1,,Bengal,,Land,Asia,India,Bengal,East Bengal
4476,Nadia,17,7,7,3,,Bengal,,Land,Asia,India,Bengal,West Bengal
4477,Satgaon,13,5,5,3,,Bengal,Natural Harbor,Land,Asia,India,Bengal,West Bengal
4478,Haibatnagar,5,2,2,1,,Bengal,,Land,Asia,India,Bengal,East Bengal
4479,Goraghat,11,4,4,3,,Bengal,,Land,Asia,India,Bengal,Gaur
4480,Mahikantha,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Patan
4481,Punakha,3,1,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,Bhutan
4482,Sikkim,3,1,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,Bhutan
4483,Morang,6,2,2,2,,Lhasa,,Land,Asia,India,Hindustan,Nepal
4484,Makwanpur,6,2,2,2,,Bengal,,Land,Asia,India,Hindustan,Mithila
4485,Palpa,5,2,2,1,,Lhasa,,Land,Asia,India,Hindustan,Nepal
4486,Purnia,7,3,3,1,,Bengal,,Land,Asia,India,Bengal,North Bengal
4487,Saran,7,3,3,1,,Bengal,,Land,Asia,India,Hindustan,Mithila
4488,Champaran,7,3,3,1,,Bengal,,Land,Asia,India,Hindustan,Mithila
4489,Hajipur,10,4,4,2,,Bengal,,Land,Asia,India,Hindustan,Bihar
4490,Ghazipur,8,3,3,2,,Doab,,Land,Asia,India,Hindustan,Purvanchal
4491,Dang,5,2,2,1,,Doab,,Land,Asia,India,Hindustan,Baisi Rajya
4492,Doti,3,1,1,1,,Doab,,Land,Asia,India,Hindustan,Baisi Rajya
4493,Sirmur,3,1,1,1,,Doab,,Land,Asia,India,Hindustan,Himalayan Hills
4494,Khairabad,7,3,3,1,,Doab,,Land,Asia,India,Hindustan,Oudh
4495,Feyzabad,8,3,3,2,,Doab,,Land,Asia,India,Hindustan,Oudh
4496,Kora,10,4,4,2,,Doab,,Land,Asia,India,Hindustan,Lower Doab
4497,Kannauj,10,4,4,2,,Doab,Emporium,Land,Asia,India,Hindustan,Oudh
4498,Sambhal,9,3,3,3,,Doab,,Land,Asia,India,Hindustan,Katehar
4499,Bareily,6,2,2,2,,Doab,,Land,Asia,India,Hindustan,Katehar
4500,Bharatpur,6,2,2,2,,Doab,,Land,Asia,India,Western India,Jaipur
4501,Bhilwara,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Mewar
4502,Merta,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Jangladesh
4503,Mansura,10,4,4,2,,Gujarat,Emporium,Land,Asia,India,Western India,Southern Sindh
4504,Nasirpur,8,3,4,1,,Gujarat,,Land,Asia,India,Western India,Southern Sindh
4505,Khairpur,5,2,2,1,,Gujarat,,Land,Asia,India,Western India,Northern Sindh
4506,Barmer,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Marwar
4507,Churu,3,1,1,1,,Gujarat,,Land,Asia,India,Western India,Jangladesh
4508,Bahawalpur,3,1,1,1,,Lahore,,Land,Asia,India,Hindustan,Multan
4509,Karor,6,2,2,2,,Lahore,,Land,Asia,India,Hindustan,Multan
4510,Shorkot,11,5,4,2,,Lahore,,Land,Asia,India,Hindustan,Lahore
4511,Bhera,7,3,3,1,,Lahore,,Land,Asia,India,Hindustan,Sind Sagar
4512,Bharuch,9,4,4,1,,Gujarat,,Land,Asia,India,Western India,Ahmedabad
4513,Dipalpur,13,5,5,3,,Lahore,,Land,Asia,India,Hindustan,Lahore
4514,Sakya,5,2,2,1,,Lhasa,,Land,Asia,Tartary,Tibet,Tsang
4515,Gyirong,4,1,2,1,,Lhasa,,Land,Asia,Tartary,Tibet,Tsang
4516,Purang,5,1,2,2,,Lhasa,,Land,Asia,Tartary,Tibet,Ngari
4517,Nedong,6,2,1,3,,Lhasa,,Land,Asia,Tartary,Tibet,U
4518,Tsurphu,4,2,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,Tsang
4519,Damxung,3,1,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,U
4520,Rutog,3,1,1,1,,Lhasa,,Land,Asia,Tartary,Tibet,Ngari
4521,Skardu,3,1,1,1,,Lahore,,Land,Asia,India,Hindustan,Kashmir
4522,Aqenganggyai,,,,,,,,Wasteland,Asia,,,
4523,Inowroclaw,5,2,2,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Kuyavia
4524,Dobrzyn,4,2,1,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Kuyavia
4525,Rawa,5,2,2,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Mazovia
4526,Gniezno,7,3,3,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Wielkopolska
4527,Checiny,7,3,2,2,,Krakow,,Land,Europe,Eastern Europe,Poland,Malopolska
4528,Kujawy,5,2,2,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Kuyavia
4529,Iasi,6,2,2,2,,Crimea,,Land,Europe,Eastern Europe,Carpathia,Moldavia
4530,Birlad,4,2,1,1,,Crimea,,Land,Europe,Eastern Europe,Carpathia,Moldavia
4531,Giurgiu,8,3,3,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Wallachia
4532,Severin,7,3,2,2,,Pest,,Land,Europe,Eastern Europe,Carpathia,Wallachia
4533,Wielun,7,3,3,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Central Poland
4534,Upita,4,2,1,1,,Baltic Sea,,Land,Europe,Eastern Europe,Baltic,Samogitia
4535,Wilkimierz,6,2,2,2,,Kiev,,Land,Europe,Eastern Europe,Baltic,Aukstaitija
4536,Lida,6,2,2,2,,Kiev,,Land,Europe,Eastern Europe,Baltic,Aukstaitija
4537,Nowogrodek,4,2,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Pripyat
4538,Chelm,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Volhynia
4539,Kremenets,3,1,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Volhynia
4540,Winnica,3,1,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Podolia
4541,Drohobycz,5,2,2,1,,Krakow,,Land,Europe,Eastern Europe,Poland,Red Ruthenia
4542,Lubnie,5,2,2,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,East Dniepr
4543,Rylsk,3,1,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Chernigov
4544,Bobrujsk,3,1,1,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Minsk
4545,Sluck,6,2,3,1,,Kiev,,Land,Europe,Eastern Europe,Ruthenia,Pripyat
4546,Málaga,7,3,3,1,,Sevilla,,Land,Europe,Western Europe,Iberia,Upper Andalucia
4547,Albacete,6,2,2,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Toledo
4548,Huelva,8,3,3,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Lower Andalucia
4549,Xàtiva,10,4,4,2,,Valencia,,Land,Europe,Western Europe,Iberia,Valencia
4550,Castelló,10,4,4,2,,Valencia,,Land,Europe,Western Europe,Iberia,Valencia
4551,Ávila,6,3,2,1,,Sevilla,,Land,Europe,Western Europe,Iberia,Castille
4552,Palencia,6,2,2,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Asturias
4553,Zamora,8,3,3,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Leon
4554,Lugo,8,3,3,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Galicia
4555,Pontevedra,8,3,3,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Galicia
4556,Aveiro,10,4,4,2,,Sevilla,,Land,Europe,Western Europe,Iberia,Beiras
4557,Calatayud,7,3,2,2,,Valencia,,Land,Europe,Western Europe,Iberia,Aragon
4558,Orense,5,2,2,1,,Sevilla,,Land,Europe,Western Europe,Iberia,Galicia
4559,Menorca,3,1,1,1,,Valencia,,Land,Europe,Western Europe,Iberia,Baleares
4560,Ibiza,3,1,1,1,,Valencia,,Land,Europe,Western Europe,Iberia,Baleares
4561,Tétouan,8,4,2,2,,Sevilla,,Land,Africa,Northern Africa,Maghreb,North Morocco
4562,Mers el Kebir,7,3,2,2,,Safi,,Land,Africa,Northern Africa,Maghreb,Algiers
4563,Salé,9,4,3,2,,Sevilla,,Land,Africa,Northern Africa,Maghreb,North Morocco
4564,Anfa,6,3,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Gharb
4565,Tenerife,5,2,2,1,,Sevilla,,Land,Europe,Northern Africa,Maghreb,Macaronesia
4566,Kairwan,10,4,5,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Tunisia
4567,Sabha,3,1,1,1,,Tunis,,Land,Africa,Northern Africa,Maghreb,Fezzan
4568,Demnate,5,2,2,1,,Safi,,Land,Africa,Northern Africa,Maghreb,Sus
4569,High Atlas,,,,,,,,Wasteland,Africa,,,
4570,Texcoco,12,5,5,2,,Mexico,,Land,North America,Central America,Mexico,Mexico
4571,Tlacopan,12,5,5,2,,Mexico,,Land,North America,Central America,Mexico,Mexico
4572,Malinalco,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Mexico
4573,Acambaro,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Michoacan
4574,Ihuatzio,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Michoacan
4575,Puruaran,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Tierra Caliente
4576,Amaxocotlan,3,1,1,1,,Mexico,,Land,North America,Central America,Mexico,Jalisco
4577,Tohono,3,1,1,1,,California,,Land,North America,Central America,California,Sonora
4578,Tzapotzingo,3,1,1,1,,California,,Land,North America,Central America,Mexico,Nayarit
4579,Sayula,9,4,4,1,,Mexico,,Land,North America,Central America,Mexico,Tierra Caliente
4580,Tecoman,9,4,4,1,,Mexico,,Land,North America,Central America,Mexico,Tierra Caliente
4581,Yohualtepec,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Mixteca
4582,Teotitlan,7,3,3,1,,Mexico,,Land,North America,Central America,Mexico,Puebla
4583,Xocotla,9,4,4,1,,Mexico,,Land,North America,Central America,Mexico,Puebla
4584,Mitla,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Oaxaca
4585,Tzotzil,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Chiapas
4586,Jakaltek,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Chiapas
4587,Qumarkaj,7,3,3,1,,Mexico,,Land,North America,Central America,Central America,Guatemala
4588,Kobox,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,East Yucatan
4589,Moran,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Guatemala Lowlands
4590,Xiu,9,4,4,1,,Mexico,,Land,North America,Central America,Central America,West Yucatan
4591,Chikinchel,9,4,4,1,,Mexico,,Land,North America,Central America,Central America,East Yucatan
4592,Ulva,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Nicaragua
4593,Xicaque,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Honduras
4594,Tzul,5,2,2,1,,Mexico,,Land,North America,Central America,Central America,Guatemala Lowlands
4595,Guaymi,3,1,1,1,,Panama,,Land,North America,Amazonia,Colombia,Panama
4596,Kuna,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Popayan
4597,Talamanca,3,1,1,1,,Panama,,Land,North America,Central America,Central America,Costa Rica
4598,Cuauhtochco,5,2,2,1,,Mexico,,Land,North America,Central America,Mexico,Huasteca
4599,Sinu,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Coquivacoa
4600,Magangué,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Cordillera Occidental
4601,Chimila,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Coquivacoa
4602,Motilones,5,2,2,1,,Panama,,Land,South America,Amazonia,Colombia,Bogota
4603,Moniquira,12,5,5,2,,Panama,,Land,South America,Amazonia,Colombia,Bogota
4604,Pastos,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Popayan
4605,Putumayos,4,1,2,1,,Panama,,Land,South America,Amazonia,Colombia,Colombian Amazonas
